# Method: MC2
# Rank ItemID Score
1 2905 0.005519
2 668 0.004730
3 2019 0.004705
4 3030 0.004507
5 3338 0.004335
6 1148 0.004240
7 922 0.004179
8 745 0.004153
9 904 0.004129
10 1178 0.003929
11 3022 0.003903
12 318 0.003898
13 720 0.003886
14 3435 0.003830
15 3470 0.003802
16 1262 0.003764
17 1250 0.003754
18 1207 0.003751
19 50 0.003741
20 3091 0.003699
21 1236 0.003622
22 3307 0.003598
23 3469 0.003571
24 1212 0.003479
25 2357 0.003470
26 2203 0.003417
27 913 0.003384
28 905 0.003376
29 953 0.003364
30 1204 0.003363
31 1147 0.003360
32 3089 0.003338
33 527 0.003337
34 3801 0.003301
35 670 0.003296
36 898 0.003252
37 910 0.003249
38 2324 0.003241
39 1234 0.003225
40 1223 0.003221
41 2186 0.003200
42 1193 0.003154
43 1272 0.003140
44 912 0.003135
45 2925 0.003131
46 1203 0.003129
47 1111 0.003105
48 2329 0.003087
49 1284 0.003078
50 1254 0.003077
51 908 0.003066
52 930 0.003055
53 649 0.003031
54 899 0.003030
55 750 0.003013
56 1224 0.002998
57 2351 0.002989
58 2731 0.002981
59 1172 0.002981
60 858 0.002978
61 1131 0.002939
62 1949 0.002937
63 916 0.002918
64 2360 0.002908
65 903 0.002888
66 3429 0.002879
67 3849 0.002875
68 1299 0.002862
69 928 0.002856
70 1217 0.002854
71 1260 0.002838
72 3134 0.002810
73 678 0.002781
74 1269 0.002773
75 2330 0.002747
76 923 0.002744
77 3090 0.002730
78 2937 0.002727
79 2762 0.002723
80 2503 0.002721
81 1132 0.002711
82 556 0.002710
83 1278 0.002707
84 911 0.002683
85 3077 0.002673
86 919 0.002653
87 326 0.002651
88 2920 0.002608
89 2804 0.002600
90 3196 0.002597
91 954 0.002554
92 1283 0.002549
93 593 0.002545
94 759 0.002533
95 2066 0.002528
96 950 0.002528
97 2208 0.002523
98 1900 0.002491
99 3634 0.002470
100 1927 0.002469
101 1233 0.002467
102 926 0.002465
103 1423 0.002449
104 906 0.002431
105 1198 0.002408
106 1358 0.002404
107 669 0.002397
108 1221 0.002395
109 1267 0.002392
110 1225 0.002388
111 1136 0.002384
112 1252 0.002359
113 3035 0.002358
114 3038 0.002356
115 3222 0.002354
116 969 0.002354
117 456 0.002347
118 3468 0.002334
119 1197 0.002330
120 942 0.002325
121 1945 0.002314
122 951 0.002295
123 3075 0.002292
124 1242 0.002289
